,rating_ratingValue,rating_worstRating,rating_bestRating,rating_alternateName,creativeWork_author_name,creativeWork_datePublished,creativeWork_author_sameAs,claimReview_author_name,claimReview_author_url,claimReview_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_author,extra_body,extra_refered_links,extra_title,extra_tags,extra_entities_claimReview_claimReviewed,extra_entities_body,extra_entities_keywords,extra_entities_author,related_links
27,1,1,5,False,የኢትዮጵያ ብልፅግና ፓርቲ,2021-07-20,,factcheck_afp,,https://factcheck.afp.com/no-evidence-putin-congratulated-ethiopian-pm-second-filling-controversial-mega-dam,Putin congratulates Ethiopian PM over GERD filling,2021-07-06,factcheck_afp,,"A Facebook post shared hundreds of times on Facebook claims that Russian President Vladimir Putin recently congratulated Ethiopia’s prime minister, Abiy Ahmed, on the second filling of the Grand Ethiopian Renaissance Dam (GERD). Ethiopia's construction of the mega-dam has been a source of diplomatic tension with its downstream neighbours. However, this is false; the Russian embassy in Addis Ababa told AFP Fact Check that Putin never made any such comments. Furthermore, there is no official evidence of the Russian head of state issuing a statement regarding the GERD filling. The post, archived here, has been shared more than 350 times since it was published on Facebook on July 6, 2021. It was shared from an account called “Ethiopian Prosperity Party”, the political party led by Ethiopian Prime Minister Abiy Ahmed. However, the page is not an official account and was created by a party supporter.  Screenshot of the false Facebook post, taken on July 16, 2021The post features an image of Putin and Abiy shaking hands. “Congratulations Ethiopians! The second phase of the Abay dam filling is legitimate and demonstrates the right to use its own natural resources (sic),” reads a quote attributed to the Russian leader translated to English. “A country that has many thousand years of history, an example of freedom that doesn’t bend to oppression, the mother of many proud heroes, congratulations Ethiopia,” it concludes.The post surfaced after the onset of this year’s rainy season, which helped speed up the process of filling the mega-dam. An official told AFP  on July 19, 2021, that Ethiopia had attained its second-year target for filling the mega-dam on the Blue Nile River. Ethiopia hit its first target of 4.9 billion cubic metres in July 2020.Ethiopia, Sudan and Egypt have been locked in a tug of war over the use of the Nile ever since Ethiopia started building and filling the GERD using water from the river. Both the governments of Egypt and Sudan have expressed concern that diverting Nile water into the GERD will restrict water supplies in the two countries, affecting millions of people’s livelihoods.Russian embassy denies remarksHowever, the remarks attributed to Putin are fabricated.Valentina Kim, a spokeswoman for the Russian embassy in Addis Ababa, said the leader had not congratulated Abiy. When asked about the false claims, Kim said: “We have not seen them”.“We cannot comment on an event [whose] existence is not proved,” she added. According to the Kremlin’s website, the most recent conversation between both leaders was a phone conversation on April 7, 2020.AFP Fact Check previously debunked a claim that Putin was backing Ethiopia in the dispute over the GERD. Similarly, AFP Fact Check debunked remarks falsely attributed to Putin where he allegedly ridiculed Ethiopia’s prime minister about cloud seeding technology.",,No evidence that Putin congratulated Ethiopian PM on the second filling of controversial mega-dam,,,,,,
28,2,1,5,False,Multiple people,2021-07-14,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EV3G3-1,"Covid-19 vaccines contain ""nanotechnology"" that can change people's DNA",2021-07-05,factcheck_afp,,"Social media posts claim that Covid-19 vaccines contain robotic ""nanotechnology"" that can change people's DNA. While they do include tiny fat bubbles to protect mRNA molecules -- an essential component of the shots -- they do not feature miniature robots, and experts say Covid-19 jabs cannot alter a person's genetic makeup.""NANOTECHNOLOGY IS IN THIS JAB THAT WILL ALTER DNA - STAY AWAY!"" warns a July 5, 2021 Facebook post that features images of miniature robots flooding out of a syringe and interacting with DNA and cells. Screenshot of a Facebook post taken on July 13, 2021But the word ""nanotechnology"" refers to anything that has been engineered at the nanoscale, and it does not necessarily relate to mechanical or mineral elements, as the photo suggests. Nanotechnology is used in the food and cosmetics industries, for example.The mRNA vaccines developed by Pfizer-BioNTech and Moderna differ from previously administered inoculations. Instead of confronting the immune system with part of a virus in a weakened or deactivated form to build antibodies, they give it a ""blueprint"" of a part of the virus that the body can then recognize and fight when confronted by it later.They use tiny fat bubbles called lipid nanoparticles to encapsulate fragile mRNA molecules and the information they contain to protect them until they can be safely delivered into cells without being degraded by the body's enzymes. This video explains how the shots work.Most of the 334 million doses of Covid-19 administered in the United States were mRNA shots. More than 43 million doses in total have been put into arms in Canada.'Nanotechnology' misinterpretedCatherine Klapperich, professor of biomedical engineering at Boston University, told AFP on July 12 that ""there are no robots"" in the Covid-19 vaccines.She lamented that the word ""nanotechnology,"" coined decades ago, has been misinterpreted over time to suggest that ""there's some sort of active, living component that's going to go into your body and be like a little robot, march around and do stuff, and that that must be nefarious.""""But in actuality, the word 'nanotechnology' just simply means that these are technologies or materials that are the scale of a nanometer, and that's it. This is actually a very passive material, it's a lipid,"" she explained.""There's nothing mechanical, there's nothing electrical, there's nothing magnetic,"" she said, adding that without the lipids, very little of the mRNA would get into cells ""and the immune response would not be very strong.""A deluge of inaccurate claims about vaccines has spread across the internet as countries around the world seek to immunize their populations against Covid-19, which has killed more than four million people around the world.Covid-19 vaccines cannot alter people's DNAScientists have widely rejected the unsubstantiated claim that mRNA vaccines can modify human DNA, which AFP earlier debunked here and here.Matthew Miller, associate professor with the Department of Biochemistry & Biomedical Science at McMaster University in Hamilton, Ontario, said for a previous fact-check that ""mRNA is the code for proteins. It does not alter the DNA of your cells. Indeed, your cells naturally make mRNA from DNA.” Boston University's Klapperich explained that ""in your body, messenger RNA is made from DNA, and not the other way around... DNA is never edited, never copied, never changed"" -- and she said it cannot be because that is not something mRNA can do.Barry Pakes, assistant professor at the Dalla Lana School of Public Health at the University of Toronto , told AFP on April 28 that ""the mRNA cannot be integrated into the human genome. We (humans) lack the enzymes to reverse transcribe mRNA to DNA.""The US Centers for Disease Control and Prevention also refuted the claim that Covid-19 vaccines can alter people's DNA here.""Covid-19 vaccines do not change or interact with your DNA in any way. Both mRNA and viral vector Covid-19 vaccines deliver instructions (genetic material) to our cells to start building protection against the virus that causes Covid-19. However, the material never enters the nucleus of the cell, which is where our DNA is kept,"" the federal health agency states on its website.",,Covid-19 vaccines do not contain DNA-altering robots,,,,,,
29,1,1,5,False,Multiple Sources,2021-07-14,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EY2LT-1,Image shows sunset at North Pole,2021-06-07,factcheck_afp,,"A picture that purports to show the Moon above the Sun has been shared thousands of times in multiple Facebook posts that claim it shows a real sunset at the North Pole. The claim is false: the image has been digitally created by an artist. It has circulated online in misleading posts since at least 2006. The image was shared here on June 7, 2021 by a Facebook page based in New Zealand. A screenshot of the image shared to Facebook, taken July 14, 2021.The post's caption reads: “This is the sunset at the North Pole with the moon at its closest point last week. A scene most of us will probably never get to see in person. An amazing photo. Enjoy!”The image has been shared thousands of times alongside a similar claim on Facebook pages around the world, including Britain, Italy and the United States.The claim is false.The image, titled ""Hideaway"", was created by Germany-based artist Inga Nielsen.She creates artworks under her online pseudonym Gate to Nowhere and uploads them here on the art-sharing website Deviant Art.  A screenshot of the original artwork. ( AFP)The original image was created using Photoshop and digital landscape rendering software Terragen, according to Nielsen's caption on the original Deviant Art image. “After someone spread it on the web as [sic] photograph of a ‘Sunset at the north pole’, this image became quite popular. It is of course not a photo and it does not show a place anywhere near the terrestrial North Pole,” the caption reads. NASA explanationNASA featured 'Hideaway' as its Astronomy Photo of the Day.It debunked the claim the image showed a sunset at the North Pole, after it initally circulated online in misleading posts in 2006. “The scene could not exist anywhere on the Earth because from the Earth, the Moon and the Sun always have nearly the same angular size,” the NASA website reads. In 2011, astronomer Phil Plait also published this story in Discovery Magazine debunking claims that the image shows a sunset at the North Pole. In this Facebook post sharing the Discovery Magazine article, Nielsen confirmed the image was never intended to be a sunset on Earth. ""This is an alien world thousands if not millions of light years away,"" she wrote.",,This image of the Moon above the Sun was created digitally by an artist,,,,,,
30,1,1,5,False,multiple sources,2021-07-02,,factcheck_afp,,https://factcheck.afp.com/vaccination-does-not-cause-babies-die-their-sleep,Childhood vaccination causes Sudden Infant Death Syndrome (SIDS),2021-06-14,factcheck_afp,,"Social media posts make a series of inaccurate claims linking childhood vaccination and Sudden Infant Death Syndrome (SIDS). But medical experts say vaccines do not cause babies to suddenly die, and that evidence indicates there are lower rates of SIDS in children who receive the recommended shots.Medical understanding of SIDS -- a sudden death of a seemingly healthy infant, generally during sleep -- remains incomplete. But the US Centers for Disease Control and Prevention (CDC) and Children's Hospital of Philadelphia say studies show that vaccines do not cause the rare syndrome.Below, AFP Fact Check examines various claims about SIDS and vaccines.‘VIDS’“SIDS has always been VIDS,” says a June 14, 2021 Facebook post with a screenshot of a tweet, abbreviating “Vaccine Infant Death Syndrome.” “Everyone knows a family who lost a perfectly healthy baby to SIDS- a mysterious infant death for no medical reason. Now look around you. How many perfectly healthy adults are dying shortly after their vaccine shot. 2+2=?” says the June 13 tweet, in an implied comparison between SIDS deaths and purported fatalities linked to Covid-19 shots.AFP has debunked numerous false or misleading claims linking the Covid-19 inoculations to deaths. Screenshot of a tweet taken on June 30, 2021But childhood vaccines and Covid-19 shots are not comparable. In the US, the vaccine schedule between the ages of two and four months -- when an infant is most at risk for SIDS -- prevents diseases including hepatitis B, diphtheria, tetanus, pertussis and polio.By contrast, Covid-19 shots protect against the illness caused by the novel coronavirus and are not currently recommended for children under 12 years old. Mayo Clinic, Children's National and the American Academy of Pediatrics (AAP) say that immunizing babies may be associated with lower risk of SIDS.Dr Rachel Moon, who chairs the AAP Task Force on SIDS, said that while there is overlap in the period of high risk for SIDS and frequent vaccinations for babies, “multiple studies have looked at this relationship and found that there is no causal relationship, meaning that it’s a coincidence in timing.”“There is no increased risk of SIDS when you get the vaccines. And actually, the studies suggest that babies who are vaccinated are at lower risk of SIDS. That may be because if you’ve been recently ill, you’re more likely to die from SIDS. Vaccinated babies are less likely to get ill, for multiple reasons,” she added.Dr Robert Jacobson, a pediatrician at Mayo Clinic, agreed. “If anything, we see lower rates of Sudden Infant Death among infants vaccinated than in infants who have foregone the vaccinations,” he said.While this reduction may not be directly due to vaccination, ""there’s no data that has shown any one of the vaccines actually increases your risk of Sudden Infant Death Syndrome,” he said.Link to coronavirus restrictions?Social media posts that circulated in 2020 claimed that the decline in immunizations brought on by measures aimed at curbing the spread of Covid-19 led to a decrease in SIDS cases. ""One of the many lessons from the pandemic: fewer pediatrician vaccine visits… and a massive decline in children inexplicably dying in their sleep. (SIDS/SUIDS). Related? Yes. Stop pretending otherwise,” said a screenshot of a tweet in a July 20, 2020 Facebook post. Screenshot of part of a Facebook post, taken on July 2, 2021A Twitter spokesperson said that the account that shared the message is now suspended from Twitter for “coordinated harmful activity,” which can include spreading medical misinformation.The head of the CDC’s National Center for Health Statistics (NCHS), Robert Anderson, said that data does not show evidence of a “massive” decline in SIDS or infant mortality in general for the first half of 2020.In fact, the yearly number of infant deaths attributed to SIDS ending in the second half of 2019 is equal to the amount during the first half of 2020 -- less than 34 per 100,000 live births.   Screenshot of SIDS death data on the National Center for Health Statistics website, taken on July 1, 2021 Anderson noted that the 2020 data may be “slightly underestimated” because “deaths ultimately attributed to SIDS (or similar terminology) tend to be delayed as they typically require a lengthy investigation.”Faulty ‘evidence’False claims of a link between childhood vaccines and SIDS long predate Covid-19. Some social media posts cite a study by Dr William Torch to back the claim that vaccines cause SIDS, but the 1982 study was challenged by researchers, and Torch himself admitted it was difficult to draw definite conclusions from his work. Screenshot of part of a Facebook post, taken on July 2, 2021A significant decline in US cases in the 1990s is attributed to the implementation of the “Back-to-Sleep” program, which instructs parents on how to safely put their babies to bed.Placing infants on their back on a firm surface with no other items, such as toys or blankets, in a room shared with a parent are all ways to reduce risk of SIDS.SIDS in JapanOther posts laud Japan for halting vaccinations for children under two in 1994, claiming that the country then experienced a 96 percent drop in infant mortality rate. Screenshot of a Facebook post taken on July 1, 2021While it is true that children in Japan are particularly healthy by international standards, they are also one of the most vaccinated populations in the world.The Japanese schedule for vaccines is similar to that of the US, with multiple shots recommended for babies between two and four months.Japanese law was indeed amended in 1994 to make vaccination more of a civic duty than a strict legal obligation, but in practice, schools ask for children’s vaccination history as they apply.The law on vaccines stipulates that all citizens “must endeavour to undergo a routine vaccination” against “category A diseases,” such as measles, mumps, rubeola, and tetanus. Although there are no fines for not vaccinating children, inoculation rates are very high and frequently reach 100 percent of the population for certain diseases, according to the Japanese Health Ministry.Data showed that SIDS rates in Japan actually took an upturn around 1995 following the law change, but declined in subsequent years.",,Vaccination does not cause babies to die in their sleep,,,,,,
31,1,1,5,False,Multiple people,2021-06-22,,factcheck_afp,,https://factcheck.afp.com/misleading-claims-about-magnetism-spread-meat-poultry,Meat has been injected with material that makes it magnetic,2021-06-14,factcheck_afp,,"Social media posts claim chicken and beef have been injected with prion proteins, nanoparticles or other material that make them stick to fridge magnets. But the United States Department of Agriculture (USDA) says its surveillance measures guard against metallic contamination, while experts add that prions could not be responsible, and nanoparticles are not being added to meat.“Don’t go to the store without your magnet,” says a June 14, 2021 Facebook post. Screenshot of a Facebook post taken June 16, 2021In the video, a man sticks a small round magnet onto the outside of a package of chicken. He says: “They’re just putting little prions in here,” suggesting that the prions -- an infectious protein -- are causing magnetic effects.Multiple posts making similar claims about a variety of packaged and unpackaged poultry and meat products can also be found on Instagram, where the most popular iteration has topped 40,000 views. Videos on YouTube and Tik Tok, as well as compilation videos, have further spread the claim.It comes after a series of false and misleading claims that linked Covid-19 vaccinations to magnetism spread around the world. These included a hoax, supposedly shown in videos, that people’s arms exhibit magnetic properties after they receive the shots.Other posts claim a variety of reasons as to why magnets may stick to the meat. One says, “they are putting magnetic nano partials (sic) in our meat,” while another claims “they put heavy toxic metals in our food supply.” Mick West, a British-American science writer, published a video on Metabunk.org, a website dedicated to debunking pseudoscience, demonstrating that magnets, coins, or other smooth objects will stick to various body parts, if one’s skin is slightly oily. “Remove the oil and the object will not stick,” he explains.For similar reasons, magnets might stick to meat and poultry “due to the texture, angle or moisture of the product,” the USDA told AFP.“However, this does not mean that there is metal in the meat or poultry. All meat and poultry products bearing the USDA mark of inspection have been inspected for safety, wholesomeness, and accurate labeling,” a USDA spokesperson said on June 21, 2021.The spokesperson added that all establishments inspected by USDA’s Food Safety and Inspection Service are required to have a system in place “designed to prevent, eliminate, or reduce to acceptable levels any biological, chemical, or physical hazard that is reasonably likely to occur in the product.”As a result, it is unlikely that an undetected piece of metal could contaminate meat products, the spokesperson said, with many establishments going so far as to “install metal detectors and/or X-ray devices for screening their final products to ensure no accidental/unexpected metal (shaving or a broken piece) is present”.FSIS personnel also conduct regular inspections.As for the social media claim that prions may be a magnetic component found in meat, “this suggested hypothesis has no foundation in science,” the USDA spokesperson said, adding: “They are organic matter. More specifically, they are misfolded proteins. Therefore, they would lack any sort of magnetic quality.”Prions have an association with meat through the most well-known prion disease, BSE (bovine spongiform encephalopathy) -- also called mad cow disease -- which affects cattle and is believed to be related to variant Creutzfeldt-Jakob Disease in humans. Dr James Mastrianni, a professor of neurology at University of Chicago Medicine, told AFP on June 17, 2021: “There is some association of prions in meat, but these came from diseased cows being inadvertently used in the preparation of bovine-derived food. They were never purposely injected into meat, although how could anyone disprove such a crazy hypothesis?“Even if they were injected into meat, they are not magnetic and could certainly not perform the magic act of making a magnet stick to it.”Some of the claims suggest that the phenomenon is caused by nanoparticles -- tiny materials invisible to the eye which can be of various types. Iron is a natural component of beef and other meats but Jaydee Hanson, policy director at the Center for Food Safety, an activist group, told AFP on June 21, 2021: “While there is a remote chance that a powerful magnet could pick up on the magnetism of the iron in meat, it is really unlikely that most refrigerator magnets are that sensitive.“As far as I know, no nano ingredients are being added to meats in the US.”",,"Misleading claims about magnetism spread to meat, poultry",,,,,,
32,1,1,2.5,Misleading,Multiple Sources,2021-06-22,,factcheck_afp,,https://factcheck.afp.com/posts-misleadingly-claim-muslim-woman-appointed-director-indias-space-agency,Muslim woman Khushboo Mirza appointed director of Indian Space Research Organisation,2021-06-02,factcheck_afp,,"A photo has been shared in multiple Facebook and Instagram posts alongside a claim that it shows a Muslim woman, Khushboo Mirza, who was purportedly appointed “director” of the Indian Space Research Organisation (ISRO). The claim is misleading: there is no such post within the ISRO. Mirza has worked as a scientist for the organisation since 2006, according to her LinkedIn profile and says she has never held the post of “director”. The photo was published here on Facebook on June 2, 2021.The post’s Hindi-language caption translates to English as: “Young Khushboo Mirza becomes the director of ISRO due to her talent.” The text superimposed on the image translates as: “35-year old scientist Miss Khushboo Mirza has been promoted as the director in ISRO. She is an alumnus of Aligarh Muslim University and the only 2nd Muslim scientist after APJ Abdul Kalam to hold this rank at ISRO.”ISRO is the Indian Space Research Organisation.Aligarh Muslim University is located in the north Indian city of Aligarh.APJ Abdul Kalam was a former space scientist and President of India.The photo was shared with a similar claim on Facebook here and here; and here on Instagram.The claim is misleading.There is no position with the title “director” within the ISRO, according to this page on the agency’s website.The agency’s most senior position is the chairman. K. Sivan is listed as the chairman as of June 22, 2021.Khushboo Mirza has been working as a scientist with ISRO since 2006, according to her official LinkedIn profile.Mirza was part of the research team of India’s space missions to moon in 2008 and 2019, as reported by Indian news outlets Indian Express; TwoCircles.net; News18; and Patrika.Several Indian news websites, for example here and here, misleadingly claimed Mirza was promoted to director within the ISRO in June 2020.Mirza denied rumours of her promotion here in a Facebook post on June 27, 2020.Below is a screenshot of her Facebook post: She told Indian news site The Quint in June 2021: “The claim that I have been promoted to the Director rank in ISRO is absolutely false. Such claims have been made in the past as well. I have brought this to the notice of my organisation as well.”Former Indian president APJ Abdul Kalam has also never held a top position in the ISRO as claimed in the misleading posts. His name does not feature in this list of former chairmen within the organisation.",,Posts misleadingly claim Muslim woman appointed ‘director’ of India’s space agency,,,,,,
33,3,1,5,Missing context,Multiple sources,2021-06-17,,factcheck_afp,,https://factcheck.afp.com/defend-billionaires-sign-picturing-musk-not-real-ad,"Billboard of Elon Musk that reads ""Defend Billionaires"" spotted ""in the wild""",2021-06-09,factcheck_afp,,"A tweet claims a billboard with Elon Musk’s photo that reads “Defend billionaires” can be seen outdoors. But the sign is not real. It is the digital artwork of designer Martin Sprouse, and the image was published on Sprouse’s Instagram account the month before it spread on Twitter.“Spotted in the wild. I hate this mf place,” the June 9, 2021 tweet reads. As of June 17, the post had gathered more than 40,000 likes and nearly 7,000 retweets. A screenshot of the tweet taken on June 17, 2021The same visual was also shared on Facebook, here and here, and on Instagram.The image started to be widely shared on social media after the release of an investigative report by New York-based journalism nonprofit ProPublica, which revealed several of the richest Americans have paid zero income tax in some years, including Tesla chief Musk and Amazon’s chairman Jeff Bezos. The report comes as Washington weighs new proposals to address tax avoidance among wealthy individuals and companies.Some social media users, however, were not fooled by the visual imagery and recognized it as a creation of California designer Sprouse. AFP Fact Check found that the original artwork was posted on his official Instagram account “3chordpolitics” on May 18, 2021, about three weeks before the image started to get shared on social media by other users, a search on social media monitoring tool CrowdTangle shows. A similar creation using Bezos’s photo was published by Sprouse on June 11, 2021. In a 2020 interview on YouTube, the artist explained how he does these pieces mainly to express himself, “and maybe, I think people figure it out on their own, they see the graphic and it confirms what they’re feeling, or pisses them off... or they feel comfort and solidarity, which I think is a huge part of the graphics.” “You make a ‘Fuck the police’ graphic, not just to piss off the police, it’s to make comfort for people that have that same feeling,” he said during the interview. At the time of writing this article Sprouse had not responded to an AFP request for comment.",,‘Defend billionaires’ sign picturing Musk is not real ad,,,,,,
34,1,1,5,False,Multiple sources,2021-06-15,,factcheck_afp,,https://factcheck.afp.com/us-teen-space-enthusiast-has-not-been-chosen-one-way-mission-mars,Aspiring astronaut Alyssa Carson is selected for a one way mission to Mars,2021-05-31,factcheck_afp,,"Facebook posts shared thousands of times claim a 20-year-old American space enthusiast, Alyssa Carson, has been selected for a one-way voyage to become ""the first living being to land on Mars"". The claim is false: as of June 15, 2021, Carson was not a qualified astronaut, and the technology to facilitate a human mission to Mars is still in development. As of June 15, 2021, there were no credible reports of Carson joining a mission to Mars.The claim was shared in this Facebook post published on May 31, 2021. It has been shared more than 500 times.“Beautiful girl Alyssa Carson will voyage to Mars, never to return, on behalf of Earth,” reads the Sinhala-language text.“Usually, as a girl grows up, she has various hopes and dreams. But wouldn't you be surprised if you were told that a 20-year-old girl was ready to risk her life, not knowing what will happen to her and embark on a journey from which she will never return? That is Alyssa Carson, the first living being to land on Mars.” Carson has made headlines for her dream of being among the first humans on Mars. The undergraduate student has taken part in various space camps and academies, and earned her pilot’s license aged 18, according to her website and LinkedIn profile.  Similar posts claiming Carson has been selected for a one-way voyage to Mars have been shared here, here and here.However, the claim is false.As of June 15, 2021, Carson was not a qualified astronaut.""To be able to actually apply as an astronaut, I need a master's degree and then some work experience. It's pretty tough competition,” she told ABC Australia in an interview published on April 1, 2021.Carson and her team did not immediately respond to AFP requests for comment. But as of June 15, 2021 there were no reports of her being selected for a mission to Mars either on her official website, verified social media pages, or in any media reports.NASA said it has not selected any crew members for a mission to Mars.It said it had also not selected a crew for its Artemis programme, which will send astronauts to the Moon to test new technologies ahead of a mission to Mars.“At this time, we have not yet made any crew assignments for Artemis or Mars missions,” NASA Public Affairs Officer Kathryn Hambleton told AFP.The agency says it hopes to send humans to Mars as early as the 2030s. ""Technology development has already begun to enable a crewed Mars mission as early as the 2030s. Many of the capabilities will be demonstrated at the Moon first, during the Artemis missions, while other systems are more uniquely suited for deeper space,"" says the agency.Hambleton said that NASA “does not have any formal relationship” with Alyssa Carson.“NASA has lots of ways we engage with students to promote NASA's core missions and space exploration in general, and we love to see students get interested and excited. However, we do not have any formal relationship with Ms. Carson,” she said.Responding to the claim about a one-way mission to Mars, NASA’s Hambleton said: “We will always bring our crew members home”.",,US teen space enthusiast has not been chosen for one-way mission to Mars,,,,,,
35,1,1,5,False,multiple sources,2021-06-14,,factcheck_afp,,https://factcheck.afp.com/false-magnetic-claims-circulate-online-about-astrazeneca-vaccine,AstraZeneca Covid-19 vaccines make human bodies pair with a Bluetooth device,2021-05-28,factcheck_afp,,"Multiple social media posts have shared claims that electronic devices “recognise” people who have received the AstraZeneca Covid-19 vaccine. The posts go on to claim that anyone who receives the vaccine will become “magnetic”; will have their DNA altered and will die from blood clots. The claims are false, according to health experts.The claims were shared here on Naver Blog on May 28, 2021.The post's Korean-language caption translates to English as: “Electronic devices recognise a person who got vaccinated against Covid-19 as another device with a Bluetooth function. They pair you and you show up as ‘AstraZeneca’.“Now it all makes sense that people who get a Covid-19 jab dies due to a rare blood clot and becomes magnetic. It has become clear that the vaccines alter your DNA.” Screenshot of the misleading post, taken on June 10, 2021.The claim was shared alongside several screenshots of a video overlaid with English-language text that reads: “AstraZeneca Bluetooth Side Effect” and “Connect to the Bluetooth see what happens part 2!”The video was originally posted on TikTok here on June 4, 2021. It has since been removed.The AstraZeneca Covid-19 vaccine is among the three coronavirus vaccines being administered in South Korea.As of June 14, 2021, the country had administered more than 7.9 million first doses and more than 711,000 second doses of the AstraZeneca vaccine.Similar claims have also been shared on Facebook here and here; as well as on the South Korean social media site Daum Cafe here. The claims are false, according to health experts.Not magnetic“There are no ingredients in the AstraZeneca vaccines or any other Covid-19 vaccines that could turn people into Bluetooth or make a human body react to Bluetooth,” a spokesperson at the Korea Disease Control and Prevention Agency (KDCA) told AFP on June 9, 2021.“Scientifically, the claim does not make sense.”AFP has previously debunked false posts that claim people exhibit magnetic properties after being vaccinated for Covid-19.People can easily change their Bluetooth name using their mobile devices or Windows operating system, as explained here in Korean and here in English.'Extremely rare'No one in South Korea has died from rare blood clots associated with the AstraZeneca vaccine as of June 14, 2021.To date, authorities have reported one patient developed blood clots after receiving the jab.“The patient has been treated and recovered,” a KDCA official told AFP on June 14, 2021.“A possibility of having a blood clot as a result of the vaccination against Covid-19 is extremely rare,” the agency said here on its website on June 10, 2021.“It can be treated and recovered if it’s diagnosed at an early stage.”The European Medicines Agency has said unusual blood clots should be listed as a very rare side effect of the AstraZeneca vaccine, although it has stressed that its overall benefits in preventing Covid-19 outweigh the risks. AFP reported on the developments here.False DNA claimCovid-19 vaccines cannot alter DNA, health experts say. “Whilst [Covid-19 vaccine] technologies both use genetic codes to produce the spike protein inside the body, this code cannot be incorporated into the body’s DNA,” the Oxford University-run Vaccine Knowledge Project said here on March 17, 2021.“Vaccines do not contain the ‘specialised tools’ needed to ‘copy’ or ‘edit’ DNA.”AFP has previously debunked false claims that Covid-19 vaccines alter DNA.",,False ‘magnetic’ claims circulate online about AstraZeneca vaccine,,,,,,
36,2.5,1,5,Missing context,Multiple sources,2021-06-11,,factcheck_afp,,https://factcheck.afp.com/vessel-image-was-actually-built-2019,Image shows recently made vessel by Sri Lankan engineers,2021-06-06,factcheck_afp,,"In June 2021, Sri Lankan Facebook users shared an image of a ship they claimed was built ""a few days ago"". But the claim is misleading: the ship in the photograph was actually built and delivered to a Japanese company in 2019.The image of the ship was shared in this post published on June 6, 2021.The Sinhala text superimposed on the image reads: “How’s the biggest ship made in Sri Lanka that impressed even the Japanese? How does it look -- the biggest ship made a few days ago in Sri Lanka with 100 percent knowledge from local engineers? Within a matter of about 21 months, this ship was produced under the request of a Japanese company.” Screenshot of the Facebook post captured on June 7,2021The same image and claim were shared on Facebook such as here, here and here.However, the claim is misleading.The ship was not built recently -- manufacturing began in Sri Lanka in 2017 and was completed in 2019.A Google keyword search found this article published by Sri Lanka’s leading shipbuilding company, Colombo Dockyard PLC, on June 25, 2019.The article, titled “Colombo Dockyard delivers 'KDDI Cable Infinity' built for Kokusai Cable Ship Co. Ltd. Japan”, says in part: “Colombo Dockyard PLC (CDPLC) delivered the first ever modern Cable Laying Vessel built for Kokusai Cable Ship Co. Ltd. (KCS) Japan, on 21st June 2019 attended by a host of dignitaries. This is the biggest ever vessel, price-wise as well as length-wise, built by Colombo Dockyard in its illustrious journey of shipbuilding excellence and the first ever ship built ‘in its class’ from Sri Lanka to Japan.”The prototype of the ship that was unveiled at the event matches the image of the ship in the misleading Facebook posts. Below is a comparison between the photo of the model ship from the 2019 article (L) and the image of the ship in the misleading posts (R) with identical markings highlighted by AFP in yellow:  Comparison between the photo of the model ship from the 2019 article (L) and the image of the ship in the misleading posts (R) with identical markings highlighted by AFP in yellow:A keyword further search found this clip published on Colombo Dockyard’s official YouTube channel on August 16, 2019 that features the ship titled: ‘KDDI Cable Infinity Vessel’.Below is a screenshot comparison of the vessel in the YouTube video (L) and the image in the misleading Facebook posts (R): Multiple local media reports were published in 2019 regarding the production of the cable ship including here by Sri Lankan online newspaper ColomboPage and here by local news service EconomyNext.",,The vessel in the image was actually built in 2019,,,,,,
